Episode,Reward,Length,TD_Error
8806,-283.0,97,75.87973953547652
8807,-243.0,93,34.500360789807445
8808,-63.0,39,19.24832901220323
8809,-659.0,200,196.52148295457528
8810,-349.0,127,34.78913206673877
8811,-135.0,48,25.777605024164643
8812,-168.0,72,50.07475260543487
8813,-19.0,22,11.785830031618929
8814,-268.0,100,24.270763164168898
8815,-848.0,200,274.42958621373475
8816,-177.0,63,58.800129479480006
8817,-83.0,41,26.076906539642493
8818,-109.0,49,36.73192592800615
8819,-158.0,53,47.47917522805193
8820,-118.0,49,18.068372545843914
8821,-1001.0,200,689.0775993745508
8822,-72.0,30,50.04598829477311
8823,-89.0,38,49.82454150269825
8824,-203.0,80,84.77188900843663
8825,-34.0,28,16.884917502094595
8826,-65.0,41,40.990658415217695
8827,-331.0,73,112.31213543945705
8828,-112.0,34,49.97665368904836
8829,-86.0,35,17.013085465111033
8830,-506.0,200,141.90379105477754
8831,-251.0,74,38.62360019763565
8832,-234.0,66,61.09913865956992
8833,-776.0,200,232.98073258733862
8834,-72.0,30,42.963807811310005
8835,-406.0,121,136.5055672715279
8836,-84.0,42,43.34619841567096
8837,-280.0,67,102.45982563508437
8838,-6.0,18,25.577624198089012
8839,-22.0,16,5.025754999755833
8840,-230.0,98,57.99926532829187
8841,-216.0,66,74.40502382116051
8842,-449.0,119,109.48372531089191
8843,-41.0,26,11.909222289178842
8844,-137.0,50,23.456158198179537
8845,-86.0,44,27.7351770101981
8846,-113.0,62,39.33485019189703
8847,-302.0,89,53.40644547212423
8848,-49.0,34,16.314537757300712
8849,-108.0,48,22.827914028632378
8850,-194.0,62,50.18580184435888
8851,-82.0,40,16.00532654838088
8852,-50.0,35,42.22387516801359
8853,-70.0,28,63.52656153456262
8854,-520.0,181,188.55867838897433
8855,-309.0,114,89.64698912743313
8856,-190.0,58,152.8478400251994
8857,-18.0,21,31.985858628544577
8858,-341.0,92,47.18863354390271
8859,-25.0,19,21.446571683565622
8860,-142.0,64,29.911456272219255
8861,-29.0,23,54.48353088302372
8862,-84.0,42,23.373254013227836
8863,-86.0,35,29.22659774844655
8864,-142.0,55,43.769939290276284
8865,-95.0,35,16.589476893156007
8866,-67.0,25,7.32341866504721
8867,-407.0,104,66.29895769085073
8868,-50.0,35,4.520953664835648
8869,-97.0,46,10.734178324243459
8870,-511.0,118,85.86834200224126
8871,-398.0,104,67.83091485484755
8872,-557.0,119,138.35245576658218
8873,-314.0,110,42.642204789096326
8874,-148.0,43,28.532659966413917
8875,-171.0,48,20.962403441184392
8876,-203.0,62,81.5710807507565
8877,-261.0,93,40.92421906952205
8878,-172.0,58,86.4592887213733
8879,-228.0,60,18.631498357612372
8880,-135.0,57,23.59924018240133
8881,-72.0,30,75.62835690921244
8882,-191.0,86,66.203587818465
8883,-103.0,52,47.758719137377284
8884,-50.0,26,21.284596893491027
8885,-248.0,98,52.32143480164955
8886,-118.0,49,77.28512570651452
8887,-128.0,50,13.53991095293867
8888,-722.0,200,265.3876007320141
8889,-459.0,120,112.40796896796161
8890,-101.0,59,29.410542378361583
8891,-168.0,63,29.907076591005136
8892,-304.0,82,49.39343400320138
8893,-902.0,200,320.44760962437
8894,-165.0,60,40.70268335157658
8895,-137.0,59,79.41026939424427
8896,-152.0,56,48.48073083761281
8897,-387.0,129,104.03123300639842
8898,-184.0,70,29.199508768465414
8899,-276.0,72,68.31799177437784
8900,-84.0,42,36.012231411002006
8901,-88.0,64,26.717543633363903
8902,-1172.0,200,657.3795859403594
8903,-686.0,200,218.37686676824967
8904,-41.0,26,19.975426531314213
8905,-129.0,42,16.329570483911013
8906,-180.0,66,42.66734458533489
8907,-623.0,200,245.37411858458256
8908,-19.0,22,40.27021758607964
8909,-135.0,57,49.417040994884445
8910,-776.0,200,335.7322649393234
8911,-387.0,111,107.99672441336742
8912,-108.0,39,52.99919741055942
8913,-32.0,26,27.83059575511689
8914,-346.0,97,79.96117522005306
8915,-893.0,200,349.22570142665467
8916,-1.0,13,13.121794194312542
8917,-103.0,34,25.09762775864175
8918,-178.0,55,54.753688135861864
8919,-216.0,84,70.69744677095144
8920,-46.0,31,39.2033127190935
8921,-109.0,49,23.397102447032637
8922,-66.0,24,7.922671782699524
8923,-569.0,200,345.18451095606576
8924,-920.0,200,546.3616492813071
8925,-333.0,84,115.8358074741576
8926,-53.0,29,22.35275181941998
8927,-150.0,63,40.63092842902557
8928,-112.0,52,26.557128333963924
8929,-445.0,124,68.69528642801112
8930,-115.0,46,87.55302203000036
8931,-830.0,200,249.1773159165588
8932,-132.0,54,37.29969941964467
8933,-87.0,36,49.247463090847134
8934,-124.0,55,40.90709360562664
8935,-47.0,32,26.53710871570493
8936,-98.0,38,29.157102426825247
8937,-97.0,46,42.60265934784266
8938,-51.0,27,34.73589222151415
8939,-287.0,92,72.85351111787443
8940,-152.0,47,51.71453575573918
8941,-117.0,39,26.0122093169757
8942,-186.0,81,63.36457939414174
8943,-47.0,32,30.204774965546164
8944,-143.0,56,42.83540689258567
8945,-67.0,52,23.664548323824334
8946,-145.0,58,50.354165201196395
8947,-292.0,70,80.82466208177084
8948,-332.0,101,54.80917365195768
8949,-216.0,84,49.27523484054376
8950,-90.0,48,95.13457313706203
8951,-237.0,87,41.88802560207125
8952,-48.0,33,72.18435470851841
8953,-27.0,21,9.674281013114552
8954,-199.0,76,54.010068135135214
8955,-189.0,66,21.374795752881283
8956,-75.0,33,23.83863778377335
8957,-80.0,38,17.640826135183687
8958,-187.0,55,70.12474909712137
8959,-134.0,56,90.23949423944809
8960,-641.0,200,145.3569671564208
8961,-110.0,50,98.549796698249
8962,-216.0,75,64.59769142914638
8963,-130.0,43,33.38361842626733
8964,-432.0,102,146.7913584540949
8965,-238.0,124,59.248271365286
8966,-183.0,60,36.801668972251605
8967,-159.0,63,71.10194771201125
8968,-50.0,35,32.39831097209424
8969,-51.0,27,14.655416950581298
8970,-197.0,65,41.39380890785587
8971,-192.0,78,30.849034841463762
8972,-84.0,33,16.066499668530255
8973,-181.0,76,50.555937650234966
8974,-136.0,58,39.16170150751856
8975,-111.0,51,14.287647721328938
8976,-189.0,66,43.2648020549359
8977,-158.0,62,36.192909008669574
8978,-148.0,52,53.10465252339992
8979,-418.0,124,59.926217977564505
8980,-243.0,75,22.759334608754955
8981,-155.0,59,29.47771811779296
8982,-575.0,182,224.10410299469916
8983,-44.0,29,20.179017915171556
8984,-376.0,109,139.43677235892022
8985,-103.0,25,5.6741450716290345
8986,-60.0,36,37.97882691281458
8987,-280.0,103,94.97182192355871
8988,-387.0,120,65.94524740447633
8989,-204.0,81,39.769505812472744
8990,-55.0,40,90.04193704054433
8991,-87.0,45,34.511635394422015
8992,-760.0,196,219.57714619154808
8993,-199.0,85,65.11067105372666
8994,-243.0,84,60.69704452611299
8995,-610.0,199,140.93047946543658
8996,-531.0,120,127.29682317458159
8997,-414.0,111,85.06064044302818
8998,-28.0,31,20.20474742468808
8999,-138.0,51,46.42699029491928
9000,-351.0,138,98.98174190317603
9001,-830.0,200,168.44995330232973
9002,-80.0,38,106.4236080784869
9003,-50.0,26,17.24613597072735
9004,-188.0,56,93.7443093889276
9005,-38.0,32,43.036880398981054
9006,-677.0,200,267.2611617947987
9007,-399.0,150,79.44139410096747
9008,-158.0,62,58.43160910784496
9009,-229.0,106,37.5403924863071
9010,-97.0,55,58.7760919304709
9011,-1037.0,200,485.36940575843914
9012,-148.0,79,53.92942837926344
9013,-677.0,200,444.6568281531503
9014,-244.0,76,123.00408793661245
9015,-740.0,200,276.27861868075007
9016,-221.0,80,83.03895260792797
9017,-288.0,147,60.769734839968265
9018,-605.0,200,275.2956707248646
9019,-632.0,200,242.0431358776906
9020,-758.0,200,217.98593459720337
9021,-171.0,75,18.206560087255752
9022,-300.0,105,25.52981276697483
9023,-821.0,200,232.40123008718768
9024,-203.0,53,36.70600229993698
9025,-275.0,89,59.52196082753699
9026,-171.0,57,24.1031190361589
9027,-659.0,200,272.0873056730246
9028,-638.0,164,119.60156928490545
9029,-130.0,43,46.2174852918279
9030,-52.0,28,32.09600572620104
9031,-233.0,83,54.834700711906265
9032,-128.0,68,25.947176064271588
9033,-356.0,71,144.4396113375264
9034,-35.0,20,7.085550858560509
9035,-396.0,138,73.27929442256877
9036,-238.0,79,44.550317981892306
9037,-45.0,30,37.133451622447836
9038,-713.0,194,209.9097917678416
9039,-938.0,200,325.42627651916894
9040,-80.0,38,21.006576610747175
9041,-107.0,56,62.34976488944855
9042,-214.0,55,84.92067810747415
9043,-471.0,96,230.41277651957333
9044,-848.0,200,175.15323106219782
9045,-129.0,60,20.88590407853013
9046,-402.0,90,36.98324895960596
9047,-104.0,44,13.796127071577214
9048,-179.0,65,40.523397980949085
9049,-9.0,21,18.028602192420777
9050,-569.0,200,278.5320692639219
9051,-124.0,46,25.13309335719832
9052,-206.0,74,25.83839235250509
9053,-65.0,41,19.88796309686917
9054,-623.0,200,103.43713538911129
9055,-259.0,91,81.13017802377385
9056,-89.0,38,87.91428126329481
9057,-106.0,55,41.15017941137154
9058,-848.0,200,187.4759761743104
9059,-187.0,73,39.1345297726574
9060,-431.0,146,100.32706342278777
9061,-100.0,40,34.111246004377676
9062,-112.0,43,24.483572952417404
9063,-384.0,135,140.34378447413454
9064,-302.0,89,90.64768734607821
9065,-218.0,86,186.48333303137642
9066,-457.0,109,152.17962039482646
9067,-884.0,200,269.708744811339
9068,-166.0,79,88.25669632128569
9069,-18.0,21,26.439188032369913
9070,-230.0,80,45.678947287819355
9071,-45.0,30,26.75590148043557
9072,-78.0,36,99.46362347430804
9073,-158.0,62,30.552362497497768
9074,-74.0,41,80.23610315934127
9075,-123.0,63,23.590626215610968
9076,-803.0,200,182.08978641121286
9077,-477.0,165,124.2343593195404
9078,-314.0,65,84.62439279574056
9079,-188.0,56,22.277157963766854
9080,-258.0,99,86.72187961632551
9081,-81.0,48,79.22961856193643
9082,-54.0,30,24.73608051259191
9083,-102.0,69,42.919158129344964
9084,-560.0,200,189.71747720675737
9085,-668.0,200,214.75444831955318
9086,-80.0,29,14.668219099215236
9087,-39.0,24,30.571695380471212
9088,-572.0,179,144.4718406433441
9089,-90.0,48,44.58284722363953
9090,-123.0,45,39.10239599932834
9091,-98.0,47,46.101929478765555
9092,-705.0,159,235.97747885031532
9093,-366.0,108,59.472399771637356
9094,-38.0,32,31.044833214264656
9095,-73.0,49,46.18509449716538
9096,-299.0,95,132.75884802151333
9097,-58.0,25,15.597615391516115
9098,-228.0,96,53.00614801732356
9099,-296.0,92,59.15584262745148
9100,-388.0,85,133.50315003391842
9101,-623.0,200,149.16438144061362
9102,-92.0,32,17.999511072698226
9103,-222.0,81,93.93445229171178
9104,-73.0,40,34.37672433175257
9105,-89.0,38,31.828521027964428
9106,-61.0,37,34.40170351463729
9107,-839.0,200,397.7194632028459
9108,-1073.0,200,542.9731923864354
9109,-277.0,91,57.68556811319317
9110,-18.0,21,49.68761527049293
9111,-217.0,76,42.20580272572544
9112,-875.0,176,487.4120854749614
9113,-713.0,200,191.80000735092517
9114,-794.0,200,265.63667826490996
9115,-983.0,200,339.37743782834434
9116,-489.0,132,52.29443743392949
9117,-362.0,95,138.53158131705922
9118,-180.0,57,23.323525637192404
9119,-48.0,33,18.748541186094116
9120,-785.0,200,279.99170259596565
9121,-68.0,26,22.841920340434342
9122,-189.0,84,38.83761746241835
9123,-297.0,66,68.23506500507386
9124,-470.0,200,137.31785490858252
9125,-97.0,37,121.18104071767948
9126,-66.0,33,24.08940774126171
9127,-123.0,54,102.98715698226044
9128,-187.0,73,30.492968350891566
9129,-553.0,142,200.88180446351004
9130,-211.0,97,21.713055765540844
9131,-974.0,200,416.8559618983263
9132,-487.0,166,92.64715713875586
9133,-704.0,200,356.6551770205999
9134,-43.0,28,8.400412206097926
9135,-107.0,38,17.86690040611927
9136,-623.0,200,174.42107182629854
9137,-677.0,200,135.89047062260414
9138,-200.0,86,31.58176982488081
9139,-108.0,39,93.28098911812486
9140,-128.0,50,8.338745685203982
9141,-256.0,70,54.011194332031266
9142,-813.0,177,484.32701695226433
9143,-28.0,22,26.59023802529481
9144,-164.0,68,59.670920146234096
9145,-40.0,25,20.947649183301323
9146,-250.0,73,31.619658995074445
9147,-153.0,66,69.3205999932959
9148,-101.0,41,24.19014230137185
9149,-154.0,58,43.94002059207921
9150,-122.0,44,45.69927614175003
9151,-84.0,51,62.753118648121955
9152,-303.0,90,43.096473816987185
9153,-267.0,72,37.83514393113248
9154,-398.0,131,74.13304326976947
9155,-130.0,52,20.260892778833124
9156,-159.0,54,50.963535120060726
9157,-88.0,37,57.16976542580085
9158,-244.0,85,57.51247526667524
9159,-309.0,87,108.87312904384885
9160,-185.0,80,22.6616801550918
9161,-136.0,58,20.09628461023999
9162,-129.0,42,27.29996310454274
9163,-90.0,48,35.3941642835631
9164,-81.0,39,62.83906808049801
9165,-220.0,88,45.505183287557344
9166,-545.0,134,77.53999683929186
9167,-695.0,200,199.7436301570483
9168,-77.0,35,28.873799164729917
9169,-41.0,35,22.873062862401582
9170,-350.0,110,59.939347364730224
9171,-471.0,105,90.70103365037113
9172,-478.0,139,121.15954917343765
9173,-320.0,98,112.88752078968093
9174,-307.0,112,108.21834835733335
9175,-46.0,22,33.941498162922954
9176,-107.0,38,66.02079795870577
9177,-1145.0,200,600.5067503100365
9178,-527.0,125,149.0428783880139
9179,-53.0,29,39.4001788152471
9180,-90.0,57,39.876777596330584
9181,-128.0,59,36.761743760690024
9182,-240.0,99,64.03569603838191
9183,-76.0,34,44.077005092921496
9184,-87.0,36,41.200732180497084
9185,-72.0,30,27.87507069045725
9186,-73.0,40,36.45671676154939
9187,-186.0,63,23.952737824520078
9188,-117.0,48,43.03315301003266
9189,-713.0,200,182.33263778308444
9190,-1208.0,200,570.9096808143233
9191,-87.0,36,46.03064550903861
9192,-736.0,199,219.57444316749778
9193,-87.0,45,18.075285890051376
9194,-812.0,200,409.8283776315073
9195,-893.0,200,412.5421692113582
9196,-382.0,124,71.20657816457168
9197,-129.0,42,21.65641355309441
9198,-569.0,200,243.26626540898357
9199,-107.0,47,33.50814409361243
9200,-69.0,27,35.05732968425116
9201,-186.0,72,70.38936668761033
9202,-71.0,38,53.2354007523721
9203,-371.0,122,41.6952726768377
9204,-275.0,107,67.08448662390867
9205,-7.0,19,48.24529706336
9206,-127.0,49,34.91985621845845
9207,-117.0,48,22.283856974761022
9208,-102.0,51,22.24308786643401
9209,-76.0,25,30.650397464085813
9210,-152.0,56,98.33110720345735
9211,-79.0,28,39.27987762337173
9212,-1100.0,200,493.0789024109664
9213,-208.0,94,27.372917686339918
9214,-113.0,44,7.918118116138812
9215,-297.0,93,26.13692060926931
9216,-210.0,87,54.513627396627555
9217,-135.0,48,38.991171042091025
9218,-17.0,20,38.20404361252508
9219,-285.0,63,52.7487118870539
9220,-123.0,36,52.872240072767994
9221,-88.0,28,23.332205253105485
9222,-145.0,58,9.65135055072389
9223,-489.0,159,127.07700442683168
9224,-584.0,146,101.15784010591096
9225,-137.0,50,14.515548523157896
9226,-125.0,38,113.47517575669298
9227,-266.0,98,53.46427912981122
9228,-94.0,43,53.24224734573187
9229,-84.0,33,55.4080846620553
9230,-152.0,47,10.87899162047023
9231,-102.0,51,24.731668688002344
9232,-23.0,17,11.211656895799933
9233,-241.0,100,39.29808411918276
9234,-290.0,86,126.86031717294838
9235,-111.0,60,43.951822689074504
9236,-450.0,138,74.44731476272776
9237,-298.0,76,67.27988544614755
9238,-71.0,38,24.269920286365135
9239,-318.0,87,36.61779708543838
9240,-134.0,56,64.698434165366
9241,-305.0,92,27.106815780918026
9242,-340.0,109,49.85023990038211
9243,-713.0,200,286.1839333357472
9244,-26.0,20,23.344937665108205
9245,-51.0,27,34.266486610159916
9246,-648.0,183,263.3246626712096
9247,-451.0,139,125.60510773734663
9248,-92.0,41,59.34912319496027
9249,-51.0,27,9.088147546863325
9250,-57.0,24,24.572675266152146
9251,-237.0,60,40.19573658925674
9252,-177.0,63,53.077446451393826
9253,-151.0,55,37.78448433354258
9254,-85.0,43,15.459140346409043
9255,-10.0,13,7.895003025150032
9256,-241.0,82,230.93733729367716
9257,-938.0,200,272.234327987274
9258,-287.0,101,47.43669985599712
9259,-56.0,32,31.478321508371494
9260,-442.0,148,105.60521818654958
9261,-62.0,29,7.70526789341929
9262,-222.0,90,32.75600202200036
9263,-513.0,147,138.73282976717041
9264,-117.0,48,15.140507719298341
9265,-524.0,185,162.87952198124162
9266,-95.0,44,43.01261746929259
9267,-358.0,91,81.25325694139359
9268,-524.0,200,118.0067668956886
9269,-605.0,200,310.0675921656732
9270,-26.0,20,14.773173631925573
9271,4.0,17,14.915168222565
9272,-536.0,143,99.92415317133253
9273,-12.0,15,18.936180092949513
9274,-569.0,200,394.27920851131495
9275,-153.0,57,88.62526578930743
9276,-294.0,72,43.48713382258654
9277,-875.0,200,375.8032630157796
9278,-875.0,200,318.5627209851604
9279,-531.0,120,128.3346474888827
9280,-232.0,73,84.91336097617193
9281,-423.0,93,73.6987558152
9282,-53.0,29,30.481916647182572
9283,-41.0,26,36.819134671701306
9284,-938.0,200,335.7871775866903
9285,-35.0,29,14.105873926275677
9286,-97.0,46,185.32192703425744
9287,-609.0,180,152.13629356426907
9288,-128.0,50,19.835361502729143
9289,-115.0,46,10.230962329621818
9290,-100.0,49,47.91313812254674
9291,-203.0,71,66.22465276099155
9292,-104.0,44,37.94053327098132
9293,-117.0,39,36.89192476791129
9294,-449.0,128,70.24849505383975
9295,-58.0,25,54.89414900974873
9296,-242.0,65,17.84151366966603
9297,-270.0,84,50.703353086891525
9298,-128.0,59,39.9839702957415
9299,-79.0,37,23.57377021862237
9300,-253.0,94,56.38110135184468
9301,-731.0,200,154.28885415802296
9302,11.0,10,7.179079987124048
9303,-70.0,46,52.574962225593055
9304,-183.0,60,40.89403556106785
9305,-650.0,200,168.90694003131253
9306,-749.0,200,352.22693126253654
9307,-857.0,200,420.0241435232348
9308,-794.0,200,265.2255530638074
9309,-677.0,200,168.18511701168285
9310,-812.0,200,168.63665242641787
9311,-119.0,41,18.440816611359708
9312,-228.0,69,73.95717588402886
9313,-785.0,200,270.88411190299666
9314,-138.0,60,61.87935992826391
9315,-28.0,31,25.82857819357875
9316,-659.0,200,265.0616332342729
9317,-106.0,46,15.752419644530192
9318,-382.0,97,75.5130604989651
9319,-1046.0,200,491.3195129628478
9320,-180.0,57,37.11042611267416
9321,-614.0,200,174.3175473393982
9322,-596.0,140,219.00366086278416
9323,-214.0,64,84.36804457478331
9324,-758.0,200,217.862660568979
9325,-82.0,40,13.894209650783466
9326,-75.0,33,32.70085906660154
9327,-51.0,36,4.061576860274428
9328,-676.0,175,118.00991148340938
9329,-365.0,98,91.65691488702794
9330,-893.0,200,257.1050036327739
9331,-352.0,103,58.32127603157255
9332,-36.0,21,5.580463195208921
9333,-101.0,41,27.54263534178324
9334,-243.0,75,175.6675707402399
9335,-362.0,104,126.12852465076651
9336,-695.0,200,353.1201969003798
9337,-33.0,18,20.18229715735474
9338,-677.0,200,197.66090421829927
9339,-259.0,109,88.31120803311984
9340,-293.0,80,40.30221999670832
9341,-733.0,160,298.78737226233557
9342,-93.0,42,13.773525573197219
9343,-166.0,70,70.60334949316882
9344,-272.0,95,76.73264743316781
9345,-179.0,47,24.685381235227368
9346,-475.0,100,164.79113357973776
9347,-301.0,106,36.57762751044487
9348,-23.0,17,11.959964999839471
9349,-96.0,36,43.72182431029205
9350,-48.0,33,23.197344198919666
9351,-58.0,34,23.77008549815025
9352,-233.0,74,30.53372498246432
9353,-749.0,200,271.1197979107567
9354,-119.0,59,43.065952557452235
9355,-196.0,64,49.04072028860918
9356,-85.0,34,52.68707070459237
9357,-156.0,78,26.72374216599575
9358,-156.0,60,27.835530802398353
9359,-56.0,32,40.264555094301556
9360,-230.0,80,90.89644764673537
9361,-713.0,200,317.82555595849294
9362,-85.0,43,48.473594485670446
9363,-474.0,162,120.16616558219694
9364,-164.0,77,22.75076036419111
9365,-188.0,56,83.9214570364719
9366,-215.0,65,64.34872292827
9367,-758.0,200,441.03904952639664
9368,-328.0,106,73.54235782358779
9369,-69.0,45,27.82838847216715
9370,-776.0,200,315.93237708924505
9371,-110.0,50,81.2211372598727
9372,-98.0,47,8.637377551544475
9373,-179.0,65,55.738988273219434
9374,-244.0,67,28.369786911977087
9375,-177.0,54,51.47682559697017
9376,-383.0,125,27.006011026793388
9377,-339.0,99,60.95360617608564
9378,-722.0,200,203.21282469634053
9379,-127.0,58,225.27910910082014
9380,-154.0,49,71.28935596851284
9381,-320.0,107,107.76434832960146
9382,-35.0,20,18.697351812089423
9383,-47.0,41,43.62493809840075
9384,-632.0,200,218.55597725120032
9385,-95.0,35,21.584980066850335
9386,-304.0,91,64.72496076558942
9387,-217.0,94,44.246433629631895
9388,-177.0,72,190.5254585095367
9389,-140.0,44,14.747973416449554
9390,-21.0,24,32.65482471960581
9391,-52.0,28,39.363298297795666
9392,-385.0,109,89.45652110820453
9393,-81.0,39,24.36862652764728
9394,-152.0,56,49.126212954576445
9395,-106.0,55,56.85013620601498
9396,-771.0,162,201.9478169828875
9397,-369.0,129,71.15721042576541
9398,-240.0,90,30.962998316711094
9399,-61.0,37,46.18602093176543
9400,-118.0,76,27.483052723775415
9401,-346.0,106,90.27037251846502
9402,-695.0,200,292.660108786624
9403,-38.0,23,30.79252202421054
9404,-247.0,70,64.37584508890424
9405,-758.0,200,203.6403056094302
9406,-142.0,46,34.02849698589142
9407,-425.0,113,36.96873773024271
9408,-82.0,31,10.988048834435634
9409,-119.0,59,86.92179945738621
9410,-68.0,44,43.29892661448196
9411,-149.0,44,96.35840594353635
9412,-704.0,200,280.70718464049367
9413,-740.0,200,192.82467553563265
9414,-439.0,109,112.9102601511494
9415,-794.0,200,221.76804844111015
9416,-68.0,26,29.308672490392155
9417,-256.0,97,46.252395128610885
9418,-222.0,72,93.89711375810174
9419,-382.0,124,139.48573280934528
9420,-362.0,95,103.71370017609229
9421,-78.0,36,24.632470930650896
9422,-168.0,72,28.000098937331394
9423,-54.0,30,15.096962987721668
9424,-78.0,36,63.67074951321513
9425,-394.0,127,98.8088075351441
9426,-857.0,200,274.05540604390893
9427,-178.0,82,52.7704776707817
9428,-99.0,66,101.03082121037187
9429,-107.0,38,8.779677145124637
9430,-155.0,41,61.405524071346065
9431,-63.0,39,32.17449705295894
9432,-59.0,35,21.0221181855635
9433,-467.0,137,63.09547736445552
9434,-390.0,114,74.34546314035975
9435,-43.0,28,31.791484662467255
9436,-124.0,55,42.01906288694653
9437,-67.0,34,26.97786398868675
9438,-94.0,34,42.77062266970847
9439,-339.0,99,58.25465180042187
9440,-73.0,40,37.869834104486415
9441,-130.0,79,39.994878560680476
9442,-124.0,37,38.56774524962623
9443,-565.0,136,123.27811813731444
9444,-70.0,28,24.0262751510989
9445,-108.0,48,12.271354218469739
9446,-528.0,153,152.71650517783348
9447,-523.0,148,119.89020181508272
9448,-84.0,51,25.17689280577568
9449,-360.0,138,122.22167392530463
9450,-107.0,56,32.21064319511461
9451,-45.0,30,41.40772792964128
9452,-857.0,200,340.4852468652807
9453,-45.0,30,25.05853123273249
9454,-95.0,35,100.81938201398907
9455,-94.0,43,44.68063287248714
9456,-541.0,157,140.09411246588695
9457,-54.0,39,44.664098063644985
9458,-31.0,25,14.289185226616468
9459,-785.0,200,211.15441929685596
9460,-347.0,152,114.04370772442348
9461,-1046.0,200,606.4881396726008
9462,-334.0,112,85.65617972446668
9463,-120.0,51,52.543336123581184
9464,-161.0,56,38.41248623256325
9465,-125.0,56,37.09094182259889
9466,-197.0,65,102.83200519050368
9467,-683.0,173,92.08657582382597
9468,-263.0,104,69.5527277790232
9469,-208.0,76,64.84550625918297
9470,-175.0,43,75.4771487344841
9471,-201.0,69,31.323253245192575
9472,-77.0,35,69.6078450042229
9473,-124.0,46,35.48239867641939
9474,-426.0,123,73.23900725883522
9475,-46.0,22,7.6852571494684625
9476,-201.0,69,29.844345357438385
9477,-713.0,200,271.76843786466605
9478,-224.0,65,163.3114596829725
9479,-517.0,106,119.57600099800436
9480,-122.0,53,46.81384402233141
9481,-947.0,200,362.4975662779154
9482,-247.0,61,26.944372392274587
9483,-251.0,110,57.80591297942004
9484,-72.0,30,12.68782725096321
9485,-196.0,64,34.5072102270164
9486,-169.0,73,25.854220444253734
9487,-101.0,50,33.61479968664875
9488,-119.0,50,65.73752857601852
9489,-402.0,180,133.89829343072194
9490,-83.0,32,34.43046346992756
9491,-91.0,40,47.219063532749146
9492,-174.0,51,148.76535490538288
9493,-203.0,89,56.3577490149691
9494,-65.0,32,64.34637441951975
9495,-79.0,28,20.365872721898143
9496,-88.0,46,35.79420933047609
9497,-20.0,23,26.558516745336362
9498,-27.0,21,26.045564246328325
9499,-144.0,57,62.748079244111466
9500,-310.0,88,54.409952463237914
9501,-267.0,81,74.46916541058778
9502,-415.0,157,252.45328111096532
9503,-57.0,24,13.27064869685313
9504,-239.0,80,28.080983879090837
9505,-124.0,37,11.926563310089847
9506,-111.0,51,135.27823765195689
9507,-250.0,100,97.59695486995658
9508,-184.0,79,94.07771468776883
9509,-3.0,15,9.319696540400358
9510,-175.0,79,67.551489675093
9511,-283.0,97,98.05487053425134
9512,-86.0,35,32.02713838285723
9513,-158.0,71,28.04474313824204
9514,-758.0,200,157.68711447993581
9515,-228.0,78,96.33704494202368
9516,-68.0,26,14.581334364698463
9517,-37.0,31,39.179290459957826
9518,-379.0,94,144.2742539805654
9519,-355.0,88,98.85939544045405
9520,-383.0,98,80.66064698446328
9521,-50.0,26,25.221610734654803
9522,-114.0,54,38.15018207628967
9523,-103.0,43,70.34659653937825
9524,-121.0,34,14.033206804490703
9525,-67.0,52,126.54397502857046
9526,-179.0,65,56.31431489269943
9527,-120.0,42,33.58325144604325
9528,-62.0,29,25.433818814442375
9529,-105.0,63,20.907592491440127
9530,-338.0,152,104.91070494810513
9531,-92.0,50,56.514595063086574
9532,-272.0,104,89.78634272834671
9533,-97.0,55,24.047956871271765
9534,-49.0,25,9.032964428734651
9535,-57.0,33,31.611552112870015
9536,-22.0,16,8.669725111430452
9537,-27.0,21,7.747674072987067
9538,-95.0,44,43.34160586019124
9539,-203.0,80,60.548197650069994
9540,-371.0,122,70.89076826099722
9541,-176.0,80,34.72031591431406
9542,-288.0,75,79.6573368822082
9543,-443.0,149,73.50841849630297
9544,-169.0,73,42.06770721925818
9545,-96.0,36,26.05778383142706
9546,-135.0,48,41.07519302911055
9547,-404.0,92,79.61454782199118
9548,-289.0,121,76.85991182165435
9549,-36.0,21,36.01189562603321
9550,-114.0,45,22.124033584287247
9551,-533.0,200,287.9105516351061
9552,-19.0,13,6.9334725572887095
9553,-99.0,39,53.43030902790662
9554,-40.0,25,21.491201630746247
9555,-143.0,56,20.67961107086431
9556,-54.0,30,8.752414306478556
9557,-446.0,134,72.79509922500509
9558,-228.0,78,73.62378159948179
9559,-263.0,95,194.3578043822847
9560,-174.0,69,19.473650090671967
9561,-256.0,106,69.49673557164914
9562,-641.0,200,142.8249116881227
9563,-123.0,45,21.712401676756073
9564,-242.0,65,41.0344983317915
9565,-38.0,23,40.5558918549624
9566,-80.0,29,26.483639251272564
9567,-9.0,21,9.980185969695619
9568,-839.0,200,438.5597606516578
9569,-24.0,18,18.206794161793766
9570,-160.0,82,31.437636086900994
9571,-25.0,19,13.660384358763963
9572,-24.0,18,17.081665966372483
9573,-333.0,102,129.07067698359248
9574,-245.0,68,53.7407431968964
9575,-112.0,43,9.107747023781805
9576,-110.0,32,71.65755816084325
9577,-236.0,86,57.83269661454521
9578,-371.0,113,59.27701530598952
9579,-255.0,87,33.072400753390525
9580,-35.0,29,15.598318370239951
9581,-86.0,26,41.77692060388807
9582,-122.0,53,17.86948554674119
